MCIM-G,MCIM-GG,MDP-G,MDP-GG
-1302.9484249595,-1301.42273984271,-1305.10105413092,-1303.39562062532
2627.89684991901,2626.84547968541,2632.20210826184,2630.79124125064
2628.30362958002,2627.3269611669,2632.60888792286,2631.27272273212
2677.32814215738,2680.77052576363,2681.63340050021,2684.71628732886
3.83272592997996,3.84134941700465,3.94626626370586,3.95428349824044
